client_id;birth_number;district_id;gender
2778;19640516;57;M
2779;19480504;29;M
2780;19470116;29;F
2781;19601122;46;F
2782;19400913;31;M
2783;19400620;1;M
2784;19580725;36;F
2785;19620729;22;M
2786;19511102;24;M
2787;19761014;41;F
2788;19511021;49;F
2789;19511225;1;F
2790;19750210;16;M
2791;19211010;60;M
2794;19650122;18;M
2795;19680413;18;F
2796;19740625;15;M
2797;19501105;28;M
2798;19310627;65;M
2799;19611202;4;F
2800;19490826;2;M
2801;19190218;75;M
2802;19661129;1;F
2803;19311012;68;M
2804;19361110;68;F
2805;19640713;73;M
2806;19550701;58;F
2808;19740331;8;F
2809;19790214;33;M
2810;19710728;72;M
2811;19461207;1;F
2812;19700502;55;F
2813;19410410;70;M
2814;19730210;19;F
2815;19300630;35;M
2816;19380315;35;F
2817;19770219;1;F
2818;19630412;54;M
2819;19800812;8;M
2820;19661217;77;M
2821;19801101;45;F
2822;19581019;50;M
2823;19461218;70;F
2824;19410905;39;M
2825;19580329;65;M
2826;19350128;59;M
2827;19230213;63;M
2828;19490710;14;F
2829;19391227;33;F
2830;19741114;51;M
2831;19800709;68;F
2832;19270723;13;M
2833;19230709;13;F
2834;19490523;52;M
2835;19660127;27;M
2836;19190921;38;F
2837;19270521;38;M
2838;19650309;65;M
2839;19280705;72;F
2840;19340514;72;M
2841;19730410;18;F
2842;19580617;74;M
2843;19661006;70;F
2844;19621119;51;M
2845;19520902;7;M
2846;19690317;1;F
2847;19420725;34;F
2848;19390220;34;M
2849;19280402;19;M
2850;19700820;7;M
2851;19390810;54;M
2852;19420628;26;F
2853;19560425;28;F
2854;19490601;16;M
2855;19570726;16;F
2856;19231111;47;M
2857;19270203;33;M
2858;19260212;42;F
2859;19280924;68;F
2860;19580331;28;M
2862;19641007;49;F
2863;19680305;49;M
2864;19520409;51;F
2865;19481118;15;M
2866;19491030;15;F
2867;19600123;1;F
2868;19331214;14;M
2869;19750805;1;M
2870;19591128;29;M
2871;19671123;71;F
2872;19331027;77;F
2873;19750324;16;F
2874;19720910;34;M
2875;19360817;46;M
2876;19770107;1;M
2877;19320429;59;M
2878;19470417;68;M
2879;19770110;40;M
2880;19521230;60;M
2881;19670321;12;F
2882;19311214;70;M
2883;19530226;30;M
2884;19581010;40;F
2885;19651004;1;F
2886;19581003;1;M
2887;19610129;2;F
2888;19780909;1;F
2889;19431205;25;M
2890;19511011;62;M
2891;19570723;62;F
2892;19410321;3;F
2893;19271102;2;F
2894;19480725;70;F
2895;19770517;70;F
2896;19750516;1;F
2897;19250718;40;M
2898;19201017;40;F
2899;19180518;16;M
2900;19230322;18;M
2901;19390109;25;F
2902;19590703;8;F
2903;19591126;8;M
2904;19460518;64;F
2905;19510707;64;M
2906;19341216;5;M
2907;19320922;5;F
2908;19710228;1;M
2909;19361009;26;M
2910;19360928;76;M
2911;19320925;45;M
2912;19250728;45;F
2913;19621227;44;M
2915;19540222;33;F
2916;19720930;1;M
2917;19400118;16;M
2918;19670521;5;M
2919;19700908;5;F
2920;19620623;44;F
2921;19761220;64;F
2922;19400907;43;M
2923;19770321;35;F
2924;19410206;18;F
2925;19470908;18;M
2926;19340211;27;M
2927;19291228;27;F
2928;19320302;38;M
2929;19580310;1;M
2930;19410322;41;M
2932;19400711;1;F
2933;19421212;72;M
2934;19480427;72;F
2935;19440502;61;F
2936;19450311;3;F
2937;19490701;74;M
2938;19210601;8;F
2939;19180213;8;M
2940;19651016;1;M
2941;19510312;38;M
2942;19660603;67;F
2943;19800628;1;F
2944;19430823;71;F
2945;19210602;74;M
2946;19260123;74;F
2947;19570518;19;F
2948;19781120;47;M
2949;19430925;14;M
2950;19440606;46;M
2951;19500831;76;F
2952;19780117;52;F
2953;19360707;3;M
2954;19590812;38;F
2955;19520716;38;M
2956;19390806;23;M
2957;19780307;23;M
2958;19750507;48;M
2959;19571119;54;M
2960;19281219;1;M
2961;19331228;1;F
2962;19381110;1;M
2963;19390329;1;F
2964;19781127;8;M
2965;19180207;30;F
2966;19550220;65;M
2967;19610115;53;F
2968;19620824;40;M
2969;19230422;55;M
2970;19220406;55;F
2971;19771203;1;F
2972;19760114;1;M
2974;19510712;56;F
2975;19430318;33;F
2976;19220803;57;F
2977;19630206;39;M
2978;19480305;33;F
2979;19611222;4;F
2980;19740614;11;M
2981;19490205;16;F
2982;19730323;6;F
2983;19670723;6;M
2984;19630524;60;F
2985;19600413;60;M
2986;19520515;14;M
2987;19460601;14;F
2988;19610521;33;M
2989;19490201;17;F
2990;19380402;32;F
2991;19410731;32;M
2992;19660507;11;M
2994;19630722;18;M
2995;19410615;35;F
2996;19650129;1;M
2997;19410309;1;F
2998;19610402;1;M
2999;19790324;74;F
3000;19280402;41;F
3001;19581007;1;M
3002;19550513;42;F
3003;19730512;69;F
3004;19710713;69;M
3005;19310629;43;M
3006;19730808;22;F
3007;19640411;76;M
3008;19191219;73;M
3009;19570803;62;F
3010;19600112;62;M
3011;19550919;74;M
3012;19551110;70;F
3013;19500318;51;F
3014;19531105;51;M
3015;19520229;73;M
3016;19770823;40;M
3017;19410514;2;M
3018;19780128;61;M
3019;19690923;30;M
3020;19420827;32;F
3021;19610824;1;M
3022;19540922;1;F
3023;19590404;16;M
3024;19290308;60;M
3025;19321227;60;F
3026;19470325;22;M
3027;19590725;62;M
3028;19320423;34;F
3029;19700508;43;M
3030;19760510;68;F
3031;19650905;40;F
3032;19590410;40;M
3035;19641102;27;M
3036;19410331;16;F
3037;19420104;64;M
3038;19460305;6;F
3039;19690601;55;F
3041;19270424;4;F
3042;19680214;18;F
3043;19511115;63;F
3044;19451007;36;M
3045;19500318;10;F
3046;19250122;1;F
3047;19751001;45;M
3048;19230106;16;F
3049;19670406;6;M
3050;19670731;6;F
3051;19280311;65;M
3054;19580428;74;M
3055;19310223;51;M
3056;19590116;38;F
3057;19620305;38;M
3058;19430929;49;F
3059;19771129;61;M
3060;19600518;61;M
3061;19651005;61;F
3062;19300822;41;F
3063;19710129;27;M
3064;19300505;42;M
3065;19210821;24;F
3066;19820309;54;F
3067;19520621;57;F
3068;19540320;57;M
3069;19431023;21;M
3070;19201212;46;M
3071;19670223;38;F
3072;19360414;1;M
3073;19371023;1;F
3074;19581107;1;M
3075;19410505;74;M
3076;19621117;57;F
3077;19340224;50;F
3078;19320131;50;M
3079;19430519;67;M
3080;19510727;5;F
3081;19450302;5;M
3082;19791017;52;F
3083;19710407;41;M
3084;19510824;23;F
3085;19460629;62;F
3086;19480914;62;M
3087;19590921;46;F
3088;19500611;40;M
3089;19740726;46;M
3090;19681117;32;M
3091;19660303;15;F
3092;19671106;59;F
3093;19660221;35;M
3094;19500818;48;M
3095;19530629;36;M
3096;19820227;74;M
3097;19480822;48;M
3098;19380623;17;M
3099;19651113;17;M
3100;19310330;2;M
3101;19411213;1;M
3102;19790216;61;F
3103;19730307;64;F
3104;19820104;4;F
3105;19470817;68;M
3106;19280303;72;F
3107;19601116;30;M
3108;19620226;30;F
3109;19320421;7;F
3110;19310227;54;M
3111;19240207;54;F
3112;19390912;24;M
3113;19711112;60;F
3114;19710224;60;M
3115;19611130;72;M
3116;19510909;28;M
3117;19410622;62;F
3118;19400709;62;M
3119;19360126;50;F
3120;19640602;75;M
3121;19561018;57;F
3122;19590402;57;M
3123;19790725;1;M
3124;19580102;5;F
3125;19221030;10;F
3126;19380113;47;M
3127;19200618;1;F
3128;19440209;69;F
3129;19460801;5;F
3130;19550531;19;F
3131;19350614;1;F
3132;19750324;1;F
3133;19730420;31;F
3134;19380504;1;M
3135;19690106;48;M
3136;19631218;1;M
3137;19470226;70;M
3138;19430812;70;F
3139;19560923;46;F
3140;19590413;46;M
3141;19251109;9;F
3142;19190318;68;M
3143;19440202;21;F
3144;19190804;1;M
3145;19211104;1;F
3146;19480715;1;M
3147;19640426;19;F
3148;19420404;3;M
3149;19350109;3;F
3150;19320724;54;F
3151;19510727;1;F
3152;19361004;1;M
3153;19240617;26;M
3154;19260221;26;F
3155;19730408;44;F
3156;19541102;68;F
3157;19420226;1;F
3158;19401125;1;F
3159;19301027;24;M
3160;19510629;20;M
3161;19801118;66;M
3162;19600517;55;M
3163;19640526;1;F
3164;19620910;1;M
3165;19760901;3;F
3166;19550614;31;M
3167;19430908;48;F
3170;19210221;76;M
3171;19240426;76;F
3172;19511223;64;M
3173;19460418;66;F
3174;19521116;66;M
3175;19500719;64;F
3176;19370707;1;M
3177;19380812;24;M
3178;19690801;25;F
3179;19480312;45;F
3180;19440930;45;M
3181;19430215;27;M
3182;19250422;18;F
3183;19800224;70;M
3184;19591201;5;F
3185;19721126;17;F
3186;19550114;1;F
3187;19520902;7;M
3188;19760519;68;F
3190;19201101;1;F
3191;19751105;56;F
3192;19390714;6;M
3193;19500222;28;F
3194;19750817;51;F
3195;19710613;2;F
3196;19780814;72;F
3197;19580710;1;M
3198;19530305;1;F
3199;19571218;1;F
3200;19541115;1;M
3201;19530806;66;F
3202;19220719;56;M
3203;19590423;1;F
3204;19560326;1;M
3205;19210625;1;F
3206;19210521;1;M
3207;19251203;55;F
3208;19470206;27;M
3209;19390103;27;F
3210;19630830;14;M
3211;19670807;17;F
3213;19411004;1;M
3214;19220512;71;M
3215;19360506;64;F
3216;19591128;58;M
3217;19770502;61;M
3218;19651216;49;M
3219;19591018;49;F
3220;19570217;23;M
3221;19530716;23;F
3222;19770506;21;M
3225;19570317;13;M
3226;19511122;1;M
3227;19501028;59;F
3228;19570222;34;M
3229;19790418;50;M
3230;19820606;1;F
3231;19610603;21;M
3232;19761105;5;M
3233;19801130;1;M
3234;19190804;67;F
3235;19500612;46;F
3236;19600415;28;F
3239;19811116;7;F
3240;19371210;67;F
3241;19340914;26;M
3242;19370304;26;F
3243;19200930;71;F
3244;19330929;72;M
3245;19521202;70;M
3246;19310420;66;M
3247;19580421;69;F
3248;19290802;28;F
3249;19590120;17;M
3250;19620120;17;F
3251;19621228;52;F
3252;19610326;52;M
3253;19460702;70;M
3254;19300213;1;M
3255;19700104;8;F
3256;19760718;49;M
3257;19780511;73;F
3258;19600730;74;F
3259;19501015;71;M
3260;19420908;74;F
3261;19500410;74;M
3262;19410814;61;F
3264;19501020;63;F
3265;19630611;47;F
3266;19601008;47;M
3267;19510826;61;M
3268;19560331;1;F
3269;19741105;2;M
3270;19400122;12;M
3271;19420103;58;F
3272;19200718;9;F
3273;19180102;9;M
3274;19290122;26;M
3275;19240919;26;F
3276;19800321;52;M
3277;19660326;42;M
3278;19620420;42;F
3279;19540804;66;F
3280;19580531;66;M
3281;19501227;74;M
3282;19810902;29;M
3283;19331123;10;M
3284;19360702;2;M
3285;19430917;2;F
3286;19720315;74;F
3287;19780401;74;M
3288;19260128;69;M
3289;19770609;75;F
3290;19690712;11;F
3291;19470123;52;M
3292;19400121;18;M
3293;19530120;1;F
3294;19570308;52;M
3295;19660313;40;F
3296;19690611;23;M
3297;19680417;1;M
3298;19420805;5;F
3299;19610917;76;F
3300;19500629;53;M
3302;19640217;52;F
3303;19650109;52;M
3304;19390831;69;M
3305;19711011;41;F
3306;19480426;27;M
3307;19790701;14;F
3308;19480216;15;M
3309;19420429;15;F
3310;19540213;23;M
3311;19540825;51;M
3312;19711105;70;F
3313;19460210;60;F
3314;19311218;24;F
3315;19340621;24;M
3316;19471215;1;F
3317;19500424;1;M
3319;19790424;1;F
3320;19720214;1;M
3321;19690530;13;F
3322;19480229;31;M
3323;19810222;74;F
3324;19710413;26;F
3325;19630928;26;M
3326;19521226;57;F
3327;19370704;20;F
3328;19661011;24;M
3329;19610320;54;M
3330;19550415;54;F
3331;19700205;70;F
3332;19691115;46;F
3333;19490724;10;F
3334;19670701;1;M
3335;19670210;11;M
3336;19510530;64;F
3337;19520413;53;M
3338;19421129;69;F
3339;19760129;31;F
3340;19760216;54;M
3341;19681220;54;F
3342;19730929;73;M
3344;19610916;42;M
3345;19410127;37;F
3346;19410225;37;M
3347;19360119;11;M
3348;19780214;38;F
3349;19631221;42;M
3350;19500319;30;M
3351;19420915;30;F
3352;19190912;23;M
3353;19190421;23;F
3354;19431028;62;F
3355;19530115;38;M
3356;19740423;73;M
3357;19540721;63;F
3358;19751007;16;M
3359;19450224;1;M
3360;19760831;43;F
3361;19301002;40;F
3365;19660730;1;F
3366;19590212;54;F
3367;19520423;54;M
3368;19521024;14;F
3369;19520416;1;M
3370;19190328;25;M
3371;19191007;25;F
3372;19701030;1;M
3373;19521129;5;M
3374;19600813;5;F
3375;19541106;74;M
3376;19450119;11;F
3377;19380505;11;M
3378;19570421;5;M
3379;19490701;5;F
3380;19780403;74;F
3381;19650901;70;F
3382;19540228;54;M
3383;19560423;54;F
3384;19420803;41;F
3385;19240213;11;F
3386;19400308;49;F
3387;19430814;58;M
3388;19651026;53;F
3389;19670116;39;F
3390;19721117;53;F
3391;19710407;42;M
3392;19751031;1;F
3393;19540824;73;F
3394;19800704;66;F
3395;19621228;4;M
3396;19770303;18;F
3397;19740608;24;F
3398;19690913;24;M
3399;19320225;72;M
3402;19520502;74;F
3403;19571018;74;M
3404;19401011;56;F
3405;19491215;40;M
3406;19470713;40;F
3407;19730413;35;F
3408;19731220;35;M
3409;19190403;36;M
3410;19650216;54;M
3412;19750718;57;M
3413;19691125;57;F
3414;19471017;11;F
3415;19730930;54;F
3416;19780601;35;M
3417;19850318;35;F
3418;19630807;70;F
3420;19790624;66;M
3421;19470305;20;M
3422;19510502;1;F
3423;19710905;12;F
3424;19181114;64;M
3425;19700507;70;M
3426;19780207;73;M
3427;19800616;42;M
3428;19870927;42;F
3429;19411016;46;M
3430;19510925;3;M
3431;19790405;70;F
3432;19731108;15;M
3433;19620907;71;M
3434;19560920;71;F
3435;19450527;4;F
3436;19580218;30;M
3437;19590808;30;F
3438;19420112;43;M
3439;19670127;62;M
3440;19380213;1;F
3441;19580209;75;M
3443;19341206;1;F
3444;19770406;57;M
3445;19790326;17;F
3446;19571001;70;M
3447;19490421;54;F
3448;19541224;1;M
3449;19280321;27;M
3450;19760912;25;M
3451;19740717;19;M
3452;19750828;19;F
3453;19500802;56;M
3454;19491017;11;F
3455;19570228;11;M
3456;19450121;54;F
3457;19230614;75;F
3458;19530630;33;M
3459;19640830;14;F
3460;19651011;14;M
3461;19580222;54;M
3462;19650318;54;F
3463;19790302;1;F
3464;19530114;43;M
3465;19420417;30;M
3466;19360531;1;F
3467;19391206;1;M
3468;19331231;68;F
3469;19750223;1;F
3470;19370423;52;F
3471;19520929;1;F
3472;19460511;70;F
3473;19480521;70;M
3474;19541208;32;F
3475;19570313;19;M
3476;19680105;60;F
3477;19650828;37;M
3478;19260530;1;M
3479;19330919;1;F
3480;19510410;15;F
3481;19571110;15;M
3482;19410209;71;F
3483;19401202;70;M
3484;19720430;44;M
3485;19220527;77;M
3486;19620309;77;M
3487;19590906;1;M
3488;19551009;1;M
3489;19660813;76;M
3490;19201016;19;M
3491;19221118;19;F
3492;19701227;8;F
3493;19650504;69;F
3494;19690702;42;M
3495;19410510;64;F
3496;19490711;64;M
3497;19700911;39;F
3498;19380401;77;M
3499;19690316;19;M
3500;19600607;29;M
3501;19640321;51;M
3502;19520803;54;M
3503;19530114;54;F
3504;19520125;40;M
3505;19771206;20;M
3506;19610820;1;F
3507;19461202;32;F
3508;19701109;38;M
3509;19650213;38;F
3510;19391026;13;M
3511;19630911;74;M
3512;19460525;49;M
3513;19220720;70;M
3514;19180205;70;F
3515;19750102;61;F
3516;19710907;58;F
3517;19530624;68;F
3518;19550902;33;F
3519;19491215;74;M
3520;19280517;8;F
3521;19640720;4;M
3522;19630202;57;M
3523;19640429;6;M
3524;19451120;68;F
3525;19740521;15;M
3526;19770706;15;F
3527;19780811;77;M
3528;19701006;73;F
3529;19730315;54;M
3530;19710918;16;F
3531;19200614;43;M
3532;19350224;56;M
3533;19631201;1;F
3534;19710321;50;F
3535;19730512;37;M
3536;19220820;55;M
3537;19460416;51;M
3538;19440502;1;F
3539;19200831;36;M
3540;19360804;51;M
3541;19340501;51;F
3542;19390902;10;M
3543;19410819;10;F
3544;19610815;1;F
3545;19661101;68;M
3546;19710228;3;M
3547;19240315;1;F
3548;19750503;1;M
3549;19370908;5;F
3550;19690914;54;F
3552;19401116;44;M
3554;19651221;22;F
3555;19680206;22;M
3556;19271127;6;M
3557;19281124;6;F
3558;19280701;54;F
3559;19391023;57;F
3560;19440202;57;M
3562;19310405;1;M
3563;19261122;1;F
3564;19480323;62;M
3565;19620729;44;M
3566;19320219;65;F
3567;19480309;1;M
3568;19410125;1;M
3569;19330409;67;M
3570;19450427;15;F
3571;19700617;25;M
3572;19281218;48;F
3573;19720209;8;F
3574;19460217;19;F
3575;19371012;9;F
3576;19390315;1;F
3577;19421215;31;F
3578;19271020;72;M
3579;19300807;72;F
3580;19290427;6;F
3581;19671223;33;M
3582;19550217;38;M
3583;19420909;15;F
3584;19410325;15;M
3585;19681002;29;F
3586;19430411;60;M
3587;19391201;60;F
3588;19531104;76;F
3589;19610713;73;F
3590;19760923;23;F
3591;19300928;74;M
3592;19250330;74;F
3594;19610507;13;F
3595;19650101;28;M
3596;19750322;74;M
3597;19330817;10;F
3598;19230911;66;M
3599;19310302;66;F
3600;19430726;46;F
3601;19380803;19;M
3602;19401210;19;F
3603;19540613;42;M
3605;19340724;71;M
3606;19580606;63;M
3607;19460729;18;F
3608;19471209;66;M
3609;19551026;66;F
3610;19190508;36;M
3611;19720527;30;F
3612;19620904;19;F
3613;19690212;19;M
3614;19711009;43;F
3615;19740704;1;M
3616;19640414;77;F
3617;19541130;51;F
3618;19530221;54;M
3619;19550809;40;M
3620;19370914;21;M
3621;19390721;66;M
3622;19380417;66;F
3623;19650420;28;F
3624;19820227;1;F
3627;19810608;18;F
3628;19270226;11;F
3629;19471213;42;M
3630;19231128;64;F
3631;19211119;64;M
3632;19430929;15;F
3633;19331014;72;M
3634;19230625;1;M
3635;19210131;1;F
3636;19780519;46;M
3637;19590110;64;M
3638;19431211;49;F
3639;19280417;73;M
3640;19780724;75;M
3641;19790201;75;F
3642;19610827;19;M
3643;19801111;26;M
3644;19510614;75;M
3645;19750226;34;M
3646;19430616;33;F
3647;19480823;33;M
3648;19800103;3;M
3649;19591025;10;F
3650;19180217;64;M
3651;19181001;35;M
3652;19200220;1;M
3653;19170103;1;F
3654;19240301;25;F
3655;19680206;59;M
3656;19250826;62;F
3657;19210518;62;M
3658;19240405;58;M
3659;19301110;42;F
3660;19740709;65;M
3661;19321125;51;M
3662;19310922;27;M
3663;19470625;69;F
3664;19510319;69;M
3667;19710918;70;M
3668;19721223;70;F
3669;19620822;10;M
3670;19800917;44;F
3671;19430716;10;M
3672;19481206;10;F
3673;19511207;1;F
3674;19801110;17;F
3675;19520318;70;M
3676;19651014;10;F
3677;19600916;10;M
3678;19340812;1;F
3679;19310423;72;M
3680;19230407;72;F
3681;19210426;1;M
3682;19240112;1;F
3683;19770222;74;F
3684;19611231;16;F
3685;19740306;74;M
3686;19621011;61;F
3687;19720206;49;M
3688;19750502;49;F
3689;19790712;9;F
3690;19600802;44;M
3691;19650417;18;M
3693;19220331;15;M
3694;19200429;15;F
3695;19341004;55;M
3696;19390411;55;F
3697;19540116;9;F
3698;19710425;44;M
3699;19680808;1;M
3700;19760524;1;F
3701;19540506;73;F
3702;19521127;76;M
3703;19310615;17;M
3704;19620411;69;M
3705;19650604;1;F
3707;19410624;74;M
3708;19580316;46;F
3709;19550503;46;M
3710;19280125;59;M
3711;19680507;25;M
3712;19690530;56;F
3713;19440223;41;F
3714;19531001;8;F
3716;19530415;74;M
3717;19250130;71;M
3718;19290629;71;F
3719;19300830;54;M
3720;19361207;54;F
3721;19541216;64;F
3722;19560429;1;F
3723;19680901;18;M
3724;19250923;57;F
3727;19700113;33;M
3728;19360106;66;M
3729;19410822;66;F
3730;19450807;59;F
3732;19460827;66;M
3733;19460509;1;F
3734;19431202;15;M
3735;19380117;18;M
3736;19320722;18;F
3737;19480430;12;M
3738;19780331;1;F
3739;19560821;3;F
3740;19291103;46;M
3741;19360504;16;M
3742;19611127;56;F
3743;19581106;56;M
3745;19710119;2;F
3746;19750125;66;M
3747;19641202;1;M
3748;19300305;59;F
3749;19430321;65;F
3750;19381003;1;M
3751;19661012;33;M
3752;19610206;33;F
3753;19590414;1;F
3754;19470713;1;F
3755;19510709;37;F
3756;19711003;12;F
3757;19220416;5;M
3758;19630914;53;F
3759;19611012;53;M
3760;19550104;18;M
3761;19750805;48;M
3762;19590218;60;F
3763;19770812;38;F
3764;19780129;38;M
3765;19560124;45;F
3766;19800310;1;F
3767;19360907;14;M
3768;19440304;14;F
3769;19570910;54;M
3770;19250103;35;F
3771;19420327;48;M
3772;19360823;48;F
3773;19640729;33;F
3774;19221029;1;M
3775;19281127;46;M
3776;19780709;74;M
3777;19750904;74;F
3779;19490515;6;M
3780;19771122;37;M
3781;19750312;17;F
3782;19800910;1;M
3783;19680708;1;F
3784;19741108;1;M
3785;19200718;66;F
3786;19200710;13;M
3787;19780507;21;F
3788;19550705;56;F
3789;19641017;66;M
3790;19360828;48;M
3791;19390318;72;M
3792;19720921;74;M
3793;19510620;39;F
3794;19760506;37;F
3795;19820503;12;M
3796;19530629;3;M
3797;19510714;3;F
3798;19541117;1;F
3799;19290324;2;M
3800;19540615;38;F
3801;19480815;38;M
3802;19250728;67;M
3803;19300715;1;M
3804;19330411;1;F
3805;19421220;68;M
3806;19670627;54;F
3807;19471107;33;F
3808;19430124;57;M
3811;19520620;6;M
3812;19670208;1;M
3813;19780825;2;F
3814;19450913;1;M
3815;19690412;28;F
3816;19660126;1;M
3817;19371021;77;F
3818;19420728;71;M
3819;19360524;71;F
3821;19390516;22;M
3822;19531126;48;M
3823;19561208;63;M
3824;19710107;41;M
3825;19650420;41;F
3826;19210308;33;M
3827;19230505;33;F
3829;19720313;59;M
3830;19680224;18;F
3831;19180211;11;M
3832;19250904;11;F
3833;19350301;19;M
3834;19760912;1;F
3835;19310512;50;F
3836;19481121;77;M
3837;19210822;39;F
3838;19291027;65;M
3839;19370705;65;F
3840;19330612;50;F
3841;19190708;26;M
3842;19760626;74;M
3843;19420421;4;F
3844;19631226;71;F
3845;19590509;1;M
3846;19800711;27;F
3847;19590914;6;F
3848;19380814;45;F
3849;19321211;1;F
3850;19570126;45;F
3851;19611120;45;M
3852;19520912;10;F
3853;19800704;59;F
3854;19590830;24;M
3855;19390320;29;M
3856;19440609;1;F
3857;19521203;72;F
3858;19480614;18;F
3859;19410503;18;M
3860;19380410;74;M
3861;19510127;11;F
3862;19470713;40;F
3863;19391027;1;F
3864;19311117;1;M
3865;19771106;75;M
3866;19770703;75;F
3868;19621114;66;M
3869;19460224;17;F
3870;19710808;4;F
3871;19790325;4;M
3872;19300419;8;M
3873;19601216;23;F
3874;19420810;61;F
3875;19300727;1;F
3876;19230522;1;M
3877;19560913;38;F
3880;19610824;29;F
3881;19470507;45;F
3882;19420510;45;M
3883;19650927;18;M
3884;19631118;72;M
3885;19400117;70;F
3886;19650717;8;F
3887;19200117;67;M
3888;19161027;67;F
3890;19581022;3;M
3891;19581214;75;M
3892;19790419;1;M
3893;19691226;1;M
3894;19410121;29;M
3895;19450503;29;F
3896;19231003;5;M
3897;19510328;16;F
3898;19480117;57;F
3899;19190920;55;F
3900;19430923;55;M
3901;19510412;55;F
3902;19491220;65;F
3903;19480318;1;F
3904;19390115;29;F
3905;19350805;29;M
3906;19361223;64;M
3907;19541209;1;F
3908;19291125;73;M
3909;19230916;73;F
3910;19190823;37;F
3911;19521013;31;F
3912;19450307;1;F
3913;19510801;8;M
3914;19200824;52;F
3915;19770105;20;M
3916;19700827;47;F
3917;19671228;47;M
3918;19740110;5;M
3919;19420617;35;M
3920;19250813;44;F
3921;19580121;28;F
3922;19280408;1;F
3923;19351020;1;M
3924;19710109;56;M
3925;19360814;45;F
3926;19721001;54;M
3927;19480223;61;F
3928;19280808;77;F
3929;19571101;74;M
3930;19210117;1;M
3931;19211015;1;F
3932;19391006;59;M
3933;19460907;59;F
3934;19681015;12;M
3935;19391127;71;M
3936;19620408;36;F
3937;19630609;36;M
3938;19800122;27;M
3939;19531106;40;M
3942;19520813;53;M
3943;19451204;1;M
3944;19360101;8;M
3945;19311025;8;F
3946;19750511;1;M
3947;19670525;23;M
3948;19790523;44;F
3949;19740826;44;M
3950;19240321;38;M
3951;19200722;38;F
3952;19651228;52;F
3953;19250609;14;F
3954;19571031;64;M
3955;19600531;64;F
3956;19750602;21;F
3957;19710812;21;M
3958;19460430;37;F
3959;19700715;30;F
3960;19640106;8;M
3961;19430403;53;F
3962;19521128;74;M
3963;19740207;76;M
3964;19420507;74;M
3965;19630516;1;M
3966;19691007;1;F
3967;19600926;18;F
3968;19550615;18;M
3969;19510219;4;F
3970;19800809;46;F
3971;19660220;1;M
3972;19300601;1;M
3973;19820820;1;F
3974;19380824;68;M
3975;19540719;1;F
3976;19670913;43;M
3977;19750927;8;M
3978;19701215;18;M
3979;19281014;54;F
3980;19530713;1;M
3981;19790616;19;M
3982;19190115;45;F
3983;19260522;1;F
3984;19640313;1;F
3985;19790416;75;F
3987;19601107;67;M
3988;19740904;53;F
3989;19800327;53;M
3990;19730203;29;M
3991;19670517;11;M
3992;19481110;71;F
3993;19800307;14;F
3994;19650131;21;F
3995;19480815;1;F
3996;19470716;36;F
3997;19270105;13;F
3998;19500603;59;F
3999;19760116;30;F
4000;19571022;40;M
4001;19560129;69;M
4002;19200629;25;F
4003;19490423;8;M
4004;19570812;30;F
4006;19780507;25;F
4007;19481107;23;M
4008;19510508;23;F
4009;19660629;4;M
4010;19480617;4;F
4011;19571219;62;F
4012;19561009;56;F
4013;19511206;1;F
4014;19800906;17;M
4015;19721227;65;F
4016;19710525;13;F
4017;19640515;13;M
4018;19800907;3;F
4019;19450916;11;M
4020;19530331;45;F
4021;19481210;45;M
4022;19260210;1;M
4023;19250517;1;F
4024;19641016;3;M
4025;19711007;3;F
4026;19450924;76;F
4027;19650628;16;F
4028;19700808;16;M
4029;19670103;17;M
4030;19760921;44;F
4031;19750522;67;M
4032;19640802;35;F
4033;19251015;51;M
4034;19370717;58;M
4035;19300820;58;F
4036;19760709;25;F
4037;19661022;1;F
4040;19610517;59;F
4041;19540126;59;M
4042;19390904;1;M
4043;19530509;70;F
4044;19300429;44;F
4046;19441218;1;F
4047;19370128;1;M
4048;19231124;4;M
4049;19450913;4;M
4050;19481230;47;M
4051;19491006;74;M
4052;19501017;74;F
4053;19290923;70;F
4054;19590208;72;F
4055;19530601;74;F
4056;19520726;63;F
4057;19220611;70;F
4059;19240511;54;M
4060;19540621;44;F
4061;19781224;8;M
4062;19500808;71;M
4063;19660216;61;F
4064;19720208;61;M
4065;19420627;73;M
4066;19361128;30;F
4067;19590708;21;F
4068;19240625;11;M
4069;19590307;68;M
4070;19590523;68;F
4071;19421215;45;F
4072;19410508;45;M
4073;19550210;24;M
4074;19580608;24;F
4075;19440918;8;F
4076;19691117;49;M
4077;19550306;68;F
4078;19510604;23;M
4079;19550629;27;M
4080;19430926;21;F
4081;19780603;9;M
4082;19610115;58;F
4083;19680130;74;F
4084;19571005;55;M
4085;19521204;55;F
4086;19411222;63;F
4087;19460216;64;F
4088;19481218;68;F
4089;19470227;68;M
4090;19710622;23;M
4091;19820907;29;F
4092;19331111;14;F
4093;19460929;1;M
4094;19791219;2;M
4095;19740914;25;M
4096;19800316;25;F
4098;19380328;13;M
4099;19450503;12;F
4100;19550313;74;M
4101;19700507;1;F
4102;19690815;4;F
4103;19650519;4;M
4104;19190410;23;M
4105;19801115;16;F
4106;19361109;1;M
4107;19540909;49;M
4108;19260126;43;F
4109;19530811;63;M
4112;19741128;38;M
4113;19470909;76;F
4114;19640209;63;M
4115;19430327;33;M
4116;19361124;36;M
4117;19180701;53;F
